yoji,kanji,parts,yomi
一韻到底,底,8,いちいんとうてい
一飲一啄,一,1,いちいんいったく
一飲一啄,飲,12,いちいんいったく
一飲一啄,一,1,いちいんいったく
一飲一啄,啄,10,いちいんいったく
韋駄天走,韋,10,いだてんばしり
韋駄天走,駄,14,いだてんばしり
韋駄天走,天,4,いだてんばしり
韋駄天走,走,7,いだてんばしり
衣帯中賛,衣,6,いたいちゅうのさん
衣帯中賛,帯,10,いたいちゅうのさん
衣帯中賛,中,4,いたいちゅうのさん
衣帯中賛,賛,15,いたいちゅうのさん
遺簪墜屨,遺,15,いしんついく
遺簪墜屨,簪,20,いしんついく
遺簪墜屨,墜,15,いしんついく
遺簪墜屨,屨,17,いしんついく
以身殉利,以,5,いしんじゅんり
以身殉利,身,7,いしんじゅんり
以身殉利,殉,10,いしんじゅんり
以身殉利,利,7,いしんじゅんり
渭樹江雲,渭,12,いじゅこううん
渭樹江雲,樹,16,いじゅこううん
渭樹江雲,江,6,いじゅこううん
渭樹江雲,雲,12,いじゅこううん
為虎傅翼,為,9,いこふよく
為虎傅翼,虎,8,いこふよく
為虎傅翼,傅,12,いこふよく
為虎傅翼,翼,17,いこふよく
異国情緒,異,11,いこくじょうちょ
異国情緒,国,8,いこくじょうちょ
異国情緒,情,11,いこくじょうちょ
異国情緒,緒,14,いこくじょうちょ
韋弦之佩,韋,10,いげんのはい
韋弦之佩,弦,8,いげんのはい
韋弦之佩,之,3,いげんのはい
韋弦之佩,佩,8,いげんのはい
衣錦之栄,衣,6,いきんのえい
衣錦之栄,錦,16,いきんのえい
衣錦之栄,之,3,いきんのえい
衣錦之栄,栄,9,いきんのえい
衣錦尚絅,衣,6,いきんしょうけい
衣錦尚絅,錦,16,いきんしょうけい
衣錦尚絅,尚,8,いきんしょうけい
衣錦尚絅,絅,11,いきんしょうけい
伊尹負鼎,伊,6,いいんふてい
伊尹負鼎,尹,4,いいんふてい
伊尹負鼎,負,9,いいんふてい
伊尹負鼎,鼎,13,いいんふてい
帷幄上奏,帷,11,いあくじょうそう
帷幄上奏,幄,12,いあくじょうそう
帷幄上奏,上,3,いあくじょうそう
帷幄上奏,奏,9,いあくじょうそう
一本調子,一,1,いっぽんちょうし
一本調子,本,5,いっぽんちょうし
一本調子,調,15,いっぽんちょうし
一本調子,子,3,いっぽんちょうし
一得一失,一,1,いっとくいっしつ
一得一失,得,11,いっとくいっしつ
一得一失,一,1,いっとくいっしつ
一得一失,失,5,いっとくいっしつ
一家団欒,一,1,いっかだんらん
一家団欒,家,10,いっかだんらん
一家団欒,団,6,いっかだんらん
一家団欒,欒,23,いっかだんらん
一攫千金,一,1,一獲千金）【いっかくせんきん
一攫千金,攫,23,一獲千金）【いっかくせんきん
一攫千金,千,3,一獲千金）【いっかくせんきん
一攫千金,金,8,一獲千金）【いっかくせんきん
一路平安,一,1,いちろへいあん
一路平安,路,13,いちろへいあん
一路平安,平,5,いちろへいあん
一路平安,安,6,いちろへいあん
一大決心,一,1,いちだいけっしん
一大決心,大,3,いちだいけっしん
一大決心,決,7,いちだいけっしん
一大決心,心,4,いちだいけっしん
一言一句,一,1,いちごんいっく
一言一句,言,7,いちごんいっく
一言一句,一,1,いちごんいっく
一言一句,句,5,いちごんいっく
医食同源,医,7,いしょくどうげん
医食同源,食,9,いしょくどうげん
医食同源,同,6,いしょくどうげん
医食同源,源,13,いしょくどうげん
已己巳己,已,3,いこみき
已己巳己,己,3,いこみき
已己巳己,巳,3,いこみき
已己巳己,己,3,いこみき
意識朦朧,意,13,いしきもうろう
意識朦朧,識,19,いしきもうろう
意識朦朧,朦,17,いしきもうろう
意識朦朧,朧,20,いしきもうろう
一死報国,一,1,いっしほうこく
一死報国,死,6,いっしほうこく
一死報国,報,12,いっしほうこく
一死報国,国,8,いっしほうこく
隠晦曲折,隠,14,いんかいきょくせつ
隠晦曲折,晦,11,いんかいきょくせつ
隠晦曲折,曲,6,いんかいきょくせつ
隠晦曲折,折,7,いんかいきょくせつ
因果因縁,因,6,いんがいんねん
因果因縁,果,8,いんがいんねん
因果因縁,因,6,いんがいんねん
因果因縁,縁,15,いんがいんねん
因果覿面,因,6,いんがてきめん
因果覿面,果,8,いんがてきめん
因果覿面,覿,22,いんがてきめん
因果覿面,面,9,いんがてきめん
飲河満腹,飲,12,いんがまんぷく
飲河満腹,河,8,いんがまんぷく
飲河満腹,満,12,いんがまんぷく
飲河満腹,腹,13,いんがまんぷく
殷鑑不遠,殷,10,いんかんふえん
殷鑑不遠,鑑,23,いんかんふえん
殷鑑不遠,不,4,いんかんふえん
殷鑑不遠,遠,13,いんかんふえん
因機説法,因,6,いんきせっぽう
因機説法,機,16,いんきせっぽう
因機説法,説,14,いんきせっぽう
因機説法,法,8,いんきせっぽう
婬虐暴戻,婬,11,いんぎゃくぼうれい
婬虐暴戻,虐,9,いんぎゃくぼうれい
婬虐暴戻,暴,15,いんぎゃくぼうれい
婬虐暴戻,戻,7,いんぎゃくぼうれい
一所不住,一,1,いっしょふじゅう
一所不住,所,8,いっしょふじゅう
一所不住,不,4,いっしょふじゅう
一所不住,住,7,いっしょふじゅう
一新更始,一,1,いっしんこうし
一新更始,新,13,いっしんこうし
一新更始,更,7,いっしんこうし
一新更始,始,8,いっしんこうし
一心精進,一,1,いっしんしょうじん
一心精進,心,4,いっしんしょうじん
一心精進,精,14,いっしんしょうじん
一心精進,進,11,いっしんしょうじん
一酔千日,一,1,いっすいせんにち
一酔千日,酔,11,いっすいせんにち
一酔千日,千,3,いっすいせんにち
一酔千日,日,4,いっすいせんにち
一寸光陰,一,1,いっすんのこういん
一寸光陰,寸,3,いっすんのこういん
一寸光陰,光,6,いっすんのこういん
一寸光陰,陰,11,いっすんのこういん
一寸丹心,一,1,いっすんのたんしん
一寸丹心,寸,3,いっすんのたんしん
一寸丹心,丹,4,いっすんのたんしん
一寸丹心,心,4,いっすんのたんしん
一盛一衰,一,1,いっせいいっすい
一盛一衰,盛,11,いっせいいっすい
一盛一衰,一,1,いっせいいっすい
一盛一衰,衰,10,いっせいいっすい
一挙両失,一,1,いっきょりょうしつ
一挙両失,挙,10,いっきょりょうしつ
一挙両失,両,6,いっきょりょうしつ
一挙両失,失,5,いっきょりょうしつ
一暴十寒,一,1,いちばくじっかん
一暴十寒,暴,15,いちばくじっかん
一暴十寒,十,2,いちばくじっかん
一暴十寒,寒,12,いちばくじっかん
一触即発,一,1,いっしょくそくはつ
一触即発,触,13,いっしょくそくはつ
一触即発,即,7,いっしょくそくはつ
一触即発,発,9,いっしょくそくはつ
一生不犯,一,1,いっしょうふぼん
一生不犯,生,5,いっしょうふぼん
一生不犯,不,4,いっしょうふぼん
一生不犯,犯,5,いっしょうふぼん
一唱三嘆,一,1,いっしょうさんたん
一唱三嘆,唱,11,いっしょうさんたん
一唱三嘆,三,3,いっしょうさんたん
一唱三嘆,嘆,13,いっしょうさんたん
衣鉢相伝,衣,6,いはつそうでん
衣鉢相伝,鉢,13,いはつそうでん
衣鉢相伝,相,9,いはつそうでん
衣鉢相伝,伝,6,いはつそうでん
意馬心猿,意,13,いばしんえん
意馬心猿,馬,10,いばしんえん
意馬心猿,心,4,いばしんえん
意馬心猿,猿,13,いばしんえん
以肉去蟻,以,5,いにくきょぎ
以肉去蟻,肉,6,いにくきょぎ
以肉去蟻,去,5,いにくきょぎ
以肉去蟻,蟻,19,いにくきょぎ
以毒制毒,以,5,いどくせいどく
以毒制毒,毒,8,いどくせいどく
以毒制毒,制,8,いどくせいどく
以毒制毒,毒,8,いどくせいどく
意到随筆,意,13,いとうずいひつ
意到随筆,到,8,いとうずいひつ
意到随筆,随,12,いとうずいひつ
意到随筆,筆,12,いとうずいひつ
一片氷心,一,1,いっぺんのひょうしん
一片氷心,片,4,いっぺんのひょうしん
一片氷心,氷,5,いっぺんのひょうしん
一片氷心,心,4,いっぺんのひょうしん
一碧万頃,一,1,いっぺきばんけい
一碧万頃,碧,14,いっぺきばんけい
一碧万頃,万,3,いっぺきばんけい
一碧万頃,頃,11,いっぺきばんけい
一筆抹殺,一,1,いっぴつまっさつ
一筆抹殺,筆,12,いっぴつまっさつ
一筆抹殺,抹,8,いっぴつまっさつ
一筆抹殺,殺,10,いっぴつまっさつ
一筆啓上,一,1,いっぴつけいじょう
一筆啓上,筆,12,いっぴつけいじょう
一筆啓上,啓,11,いっぴつけいじょう
一筆啓上,上,3,いっぴつけいじょう
溢美溢悪,溢,13,いつびいつあく
溢美溢悪,美,9,いつびいつあく
溢美溢悪,溢,13,いつびいつあく
溢美溢悪,悪,11,いつびいつあく
一飯之恩,一,1,いっぱんのおん
一飯之恩,飯,12,いっぱんのおん
一飯之恩,之,3,いっぱんのおん
一飯之恩,恩,10,いっぱんのおん
一飯千金,一,1,いっぱんせんきん
一飯千金,飯,12,いっぱんせんきん
一飯千金,千,3,いっぱんせんきん
一飯千金,金,8,いっぱんせんきん
一敗塗地,一,1,いっぱいとち
一敗塗地,敗,11,いっぱいとち
一敗塗地,塗,13,いっぱいとち
一敗塗地,地,6,いっぱいとち
一徹無垢,一,1,いってつむく
一徹無垢,徹,15,いってつむく
一徹無垢,無,12,いってつむく
一徹無垢,垢,9,いってつむく
一斗百編,一,1,いっとひゃっぺん
一斗百編,斗,4,いっとひゃっぺん
一斗百編,百,6,いっとひゃっぺん
一斗百編,編,15,いっとひゃっぺん
一刀三礼,一,1,いっとうさんらい
一刀三礼,刀,2,いっとうさんらい
一刀三礼,三,3,いっとうさんらい
一刀三礼,礼,5,いっとうさんらい
一天万乗,一,1,いってんばんじょう
一天万乗,天,4,いってんばんじょう
一天万乗,万,3,いってんばんじょう
一天万乗,乗,9,いってんばんじょう
一天四海,一,1,いってんしかい
一天四海,天,4,いってんしかい
一天四海,四,5,いってんしかい
一天四海,海,9,いってんしかい
一点一画,一,1,いってんいっかく
一点一画,点,9,いってんいっかく
一点一画,一,1,いってんいっかく
一点一画,画,8,いってんいっかく
一徹短慮,一,1,いってつたんりょ
一徹短慮,徹,15,いってつたんりょ
一徹短慮,短,12,いってつたんりょ
一徹短慮,慮,15,いってつたんりょ
慇懃丁重,慇,14,いんぎんていちょう
慇懃丁重,懃,17,いんぎんていちょう
慇懃丁重,丁,2,いんぎんていちょう
慇懃丁重,重,9,いんぎんていちょう
慇懃無礼,慇,14,いんぎんぶれい
慇懃無礼,懃,17,いんぎんぶれい
慇懃無礼,無,12,いんぎんぶれい
慇懃無礼,礼,5,いんぎんぶれい
咽喉之地,咽,9,いんこうのち
咽喉之地,喉,12,いんこうのち
咽喉之地,之,3,いんこうのち
咽喉之地,地,6,いんこうのち
淫祠邪教,淫,11,いんしじゃきょう
淫祠邪教,祠,10,いんしじゃきょう
淫祠邪教,邪,8,いんしじゃきょう
淫祠邪教,教,11,いんしじゃきょう
因循姑息,因,6,いんじゅんこそく
因循姑息,循,12,いんじゅんこそく
因循姑息,姑,8,いんじゅんこそく
因循姑息,息,10,いんじゅんこそく
因循苟且,因,6,いんじゅんこうしょ
因循苟且,循,12,いんじゅんこうしょ
因循苟且,苟,8,いんじゅんこうしょ
因循苟且,且,5,いんじゅんこうしょ
因循守旧,因,6,いんじゅんしゅきゅう
因循守旧,循,12,いんじゅんしゅきゅう
因循守旧,守,6,いんじゅんしゅきゅう
因循守旧,旧,5,いんじゅんしゅきゅう
因小失大,因,6,いんしょうしつだい
因小失大,小,3,いんしょうしつだい
因小失大,失,5,いんしょうしつだい
因小失大,大,3,いんしょうしつだい
陰森凄幽,陰,11,いんしんせいゆう
陰森凄幽,森,12,いんしんせいゆう
陰森凄幽,凄,10,いんしんせいゆう
陰森凄幽,幽,9,いんしんせいゆう
一擲千金,一,1,いってきせんきん
一擲千金,擲,18,いってきせんきん
一擲千金,千,3,いってきせんきん
一擲千金,金,8,いってきせんきん
一定不変,一,1,いっていふへん
一定不変,定,8,いっていふへん
一定不変,不,4,いっていふへん
一定不変,変,9,いっていふへん
一朝有事,一,1,いっちょうゆうじ
一朝有事,朝,12,いっちょうゆうじ
一朝有事,有,6,いっちょうゆうじ
一朝有事,事,8,いっちょうゆうじ
一朝富貴,一,1,いっちょうのふうき
一朝富貴,朝,12,いっちょうのふうき
一朝富貴,富,12,いっちょうのふうき
一朝富貴,貴,12,いっちょうのふうき
一超直入,一,1,いっちょうじきにゅう
一超直入,超,12,いっちょうじきにゅう
一超直入,直,8,いっちょうじきにゅう
一超直入,入,2,いっちょうじきにゅう
一知半解,一,1,いっちはんかい
一知半解,知,8,いっちはんかい
一知半解,半,5,いっちはんかい
一知半解,解,13,いっちはんかい
一張一弛,一,1,いっちょういっし
一張一弛,張,11,いっちょういっし
一張一弛,一,1,いっちょういっし
一張一弛,弛,6,いっちょういっし
一致団結,一,1,いっちだんけつ
一致団結,致,10,いっちだんけつ
一致団結,団,6,いっちだんけつ
一致団結,結,12,いっちだんけつ
一致協力,一,1,いっちきょうりょく
一致協力,致,10,いっちきょうりょく
一致協力,協,8,いっちきょうりょく
一致協力,力,2,いっちきょうりょく
飲灰洗胃,飲,12,いんかいせんい
飲灰洗胃,灰,6,いんかいせんい
飲灰洗胃,洗,9,いんかいせんい
飲灰洗胃,胃,9,いんかいせんい
葦末之巣,葦,13,いまつのす
葦末之巣,末,5,いまつのす
葦末之巣,之,3,いまつのす
葦末之巣,巣,11,いまつのす
意在言外,意,13,いざいげんがい
意在言外,在,6,いざいげんがい
意在言外,言,7,いざいげんがい
意在言外,外,5,いざいげんがい
為虎添翼,為,9,いこてんよく
為虎添翼,虎,8,いこてんよく
